Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
#N/A,8046,Uttar Pradesh,Bareilly,Bhojipura,Block  Office (BDO),28.4884,79.4457,2021,8.1,261,0,134,7.1,14,0,0,120,40,4.8,6.4,2.8,0.39,24,,
#N/A,8047,Uttar Pradesh,Bareilly,Bhutah,Block  Office (BDO),28.2687,79.6414,2021,7.6,356,0,195,7.1,9,0,0,165,40,16,7.2,2.8,0.41,27,,
#N/A,8048,Uttar Pradesh,Bareilly,Bithri Chainpur,Block  Office (BDO),28.3375,79.5044,2021,7.7,401,0,195,21,16,0,0,135,40,8.4,28,9.7,0.42,27,,
#N/A,8049,Uttar Pradesh,Bareilly,Faridpur,Block  Office (BDO),28.2007,79.5394,2021,8.09,357,0,146,21,21,1.5,0,135,48,3.6,17,3.1,0.42,24,,
#N/A,8050,Uttar Pradesh,Bareilly,Fatehganj West,Block  Office (BDO),28.4598,79.3091,2021,8.2,394,0,220,14,7.1,0,0,65,20,3.6,65,2,0.36,25,,
#N/A,8051,Uttar Pradesh,Bareilly,Kiyara,Block  Office (BDO),28.3188,79.3926,2021,7.7,414,0,220,21,21,0,0,180,40,19,23,3.7,0.28,28,,
#N/A,8052,Uttar Pradesh,Bareilly,Majhgawan,Block  Office (BDO),28.3117,79.2735,2021,8.01,656,0,293,28,46,0.53,0,120,28,12,96,1.9,0.42,26,,
#N/A,8053,Uttar Pradesh,Bareilly,Meerganj,Block  Office (BDO),28.5461,79.2036,2021,7.9,551,0,299,21,14,0.67,0,190,44,19,43,2.7,0.36,22,,
#N/A,8054,Uttar Pradesh,Bareilly,Nawabganj,Block  Office (BDO),28.5355,79.6284,2021,8.13,408,0,207,7.1,21,0,0,110,24,12,43,2.2,0.51,27,,
#N/A,8055,Uttar Pradesh,Bareilly,Ram Nagar,Block  Office (BDO),28.3695,79.12,2021,7.6,408,0,183,14,27,29,0,190,72,2.4,13,2.6,0.29,38,,
#N/A,8056,Uttar Pradesh,Bareilly,Richha,Block  Office (BDO),28.6795,79.5517,2021,8.01,398,0,195,14,22,0,0,70,12,10,62,2.5,0.59,25,,
#N/A,8057,Uttar Pradesh,Bareilly,Shergarh,Block  Office (BDO),28.6541,79.3651,2021,8.04,566,0,281,35,17,0.87,0,185,52,13,7.5,77,0.32,27,,
#N/A,8058,Uttar Pradesh,Basti,Saunghat H.Q.,Saunghat,26.8361,82.7822,2021,7.87,670,0,329,21,10,0,0,290,48,41,7.7,2,0.59,32,,
#N/A,8059,Uttar Pradesh,Basti,Basti Sadar H.Q.,Basti Sadar,26.7994,82.7244,2021,7.7,666,0,329,28,10,0,0,290,60,34,29,0,0.5,49,,
#N/A,8060,Uttar Pradesh,Basti,Saltauwa Gopalpur H.Q.,Saltauwa Gopalpur,26.93,82.7139,2021,7.9,860,0,488,14,0,0,0,360,36,65,26,2.6,0.78,31,,
#N/A,8061,Uttar Pradesh,Basti,Gaur H.Q.,Gaur,26.9075,82.5736,2021,7.8,1345,0,262,241,63,0,0,490,80,70,68,1.3,0.35,29,,
#N/A,8062,Uttar Pradesh,Basti,Dubauliya H.Q.,Dubauliya,26.6942,82.5419,2021,8.19,570,0,293,14,0,0,0,250,32,41,4.9,2.6,0.5,33,,
#N/A,8063,Uttar Pradesh,Basti,Kudraha H.Q.,Kudraha,26.615,82.7992,2021,8.03,598,0,299,18,0,0,0,280,44,41,0,2.3,0.54,30,,
#N/A,8064,Uttar Pradesh,Basti,Bankati H.Q.,Bankati,26.6908,82.8803,2021,8.24,434,0,220,7.1,10,0,0,200,44,22,2,1.9,0.38,30,,
#N/A,8065,Uttar Pradesh,Basti,Kaptanganj H.Q.,Kaptanganj,26.7622,82.5819,2021,7.99,1175,0,329,149,69,0,0,245,40,35,131,5.3,0.39,24,,
#N/A,8066,Uttar Pradesh,Basti,Harraiya Satgharwa H.Q.,Harraiya Satgharwa,26.7911,82.4792,2021,8.26,447,0,232,14,5.1,0,0,200,28,31,2.9,0,0.67,27,,
#N/A,8067,Uttar Pradesh,Basti,Vikramjot H.Q.,Vikramjot,26.7797,82.3661,2021,8.18,529,0,268,14,0,0,0,240,48,29,3.8,2.4,0.64,31,,
#N/A,8068,Uttar Pradesh,Basti,Parasurampur H.Q.,Parasurampur,26.905,82.34,2021,8.26,597,0,262,36,7.6,0,0,230,24,41,24,1.8,0.68,26,,
#N/A,8069,Uttar Pradesh,Bijnor,Budhanpur (Seohara),H P Block office.,29.2091,78.5829,2021,7.99,337,0,201,11,0,0,0,140,28,17,20,2.7,0.26,18,,
#N/A,8070,Uttar Pradesh,Bijnor,Alhepur,H P Block office.,29.2993,78.5144,2021,7.79,410,0,207,28,5.1,0,0,160,48,10,30,2.3,1.2,30,,
#N/A,8071,Uttar Pradesh,Bijnor,Afzalgarh,H P Block office.,29.3797,78.7317,2021,7.78,374,0,207,14,0,0,0.28,180,56,10,10,1.1,1,27,,
#N/A,8072,Uttar Pradesh,Bijnor,Aku (Nehtaur),H P Block office.,29.3255,78.3743,2021,7.62,319,0,165,14,0,0,0,135,32,13,17,3.6,0.84,33,,
#N/A,8073,Uttar Pradesh,Bijnor,Kotwali,H P Block office.,29.4299,78.3579,2021,7.68,384,0,207,14,5.4,0,0,150,32,17,28,2.3,1.1,30,,
#N/A,8074,Uttar Pradesh,Bijnor,Najibabad,H P Block office.,29.6085,78.3462,2021,7.76,569,0,281,21,11,0,0,225,36,32,32,1.6,1.3,27,,
#N/A,8075,Uttar Pradesh,Bijnor,Kirtapur,H P Block office.,29.4996,78.2078,2021,7.61,723,0,232,71,55,0,0,300,56,38,31,10,0.68,24,,
#N/A,8076,Uttar Pradesh,Bijnor,Mohammadpur Deomal,H P Block office.,29.3765,78.1324,2021,7.78,787,0,281,53,70,0,0,285,36,47,47,21,0.72,18,,
#N/A,8077,Uttar Pradesh,Bijnor,Khari jhalu,H P Block office.,29.2853,78.2702,2021,7.8,304,0,159,11,0,0,0,130,32,12,13,4.7,0.88,31,,
#N/A,8078,Uttar Pradesh,Bijnor,Noorpur,H P Block office.,29.1519,78.4028,2021,7.69,550,0,238,43,20,0,0,240,44,31,24,6.5,0.71,36,,
#N/A,8079,Uttar Pradesh,Bijnor,Jaleelpur,H P Block office.,29.1475,78.1862,2021,7.9,482,0,195,18,53,0,0,220,68,12,18,4.3,1,29,,
#N/A,8080,Uttar Pradesh,Budaun,Rajpura,H P Block office.,28.3409,78.3856,2021,8.06,338,0,177,14,8.7,0,0,130,32,12,23,5.5,1.1,31,,
#N/A,8081,Uttar Pradesh,Budaun,Gunnaur,H P Block office.,28.2346,78.4427,2021,8.07,928,0,220,64,148,53,0,250,20,48,89,53,0.78,31,,
#N/A,8082,Uttar Pradesh,Budaun,Junawahi,H P Block office.,28.1956,78.5023,2021,8.07,470,0,220,21,36,0,0,190,20,34,29,5.7,0.8,28,,
#N/A,8083,Uttar Pradesh,Budaun,Dahigawaan,H P Block office.,28.135,78.6252,2021,8.2,917,0,201,99,133,15,0,210,28,34,126,5.2,0.85,27,,
#N/A,8084,Uttar Pradesh,Budaun,Sahswan,H P Block office.,28.069,78.7538,2021,8.02,357,0,183,21,10,0,0,150,36,14,19,2.9,0.98,28,,
#N/A,8085,Uttar Pradesh,Budaun,Badaun(hq),H P Block office.,28.0171,79.1394,2021,7.92,494,0,134,64,47,0,0,175,20,30,42,6.2,0.75,35,,
#N/A,8086,Uttar Pradesh,Budaun,Jagat,H P Block office.,27.969,79.2379,2021,8.12,371,0,207,14,6.1,0,0,170,48,12,13,4.2,1.1,30,,
#N/A,8087,Uttar Pradesh,Budaun,Dataganj,H P Block office.,28.0253,79.3982,2021,7.8,419,0,220,7.1,11,0,0,150,56,2.4,30,4.1,0.92,33,,
#N/A,8088,Uttar Pradesh,Budaun,Samrer,H P Block office.,28.0925,79.4093,2021,8.23,486,0,293,14,6.2,0,0,40,12,2.4,98,0,1.1,25,,
#N/A,8089,Uttar Pradesh,Budaun,Miaon,H P Block office.,27.8816,79.2829,2021,7.65,463,0,207,28,23,0,0,175,40,18,31,5.3,0.81,32,,
#N/A,8090,Uttar Pradesh,Budaun,Usawan,H P Block office.,27.8113,79.3483,2021,7.59,456,0,134,43,29,52,0,200,56,14,21,4.7,0.91,29,,
#N/A,8091,Uttar Pradesh,Budaun,Quadar Chowk,H P Block office.,27.8173,79.0811,2021,7.73,285,0,146,14,8.5,0,0,130,36,10,11,3,0.9,30,,
#N/A,8092,Uttar Pradesh,Budaun,Ujhani,H P Block office.,28.0039,79.0193,2021,7.53,1235,0,183,185,100,109,0,440,84,55,81,7.6,0.76,35,,
#N/A,8093,Uttar Pradesh,Budaun,Ambiapur,H P Block office.,28.1369,78.9165,2021,7.72,642,0,183,71,28,24,0,240,44,31,36,5.4,0.82,29,,
#N/A,8094,Uttar Pradesh,Budaun,Islamnagar,H P Block office.,28.3344,78.7151,2021,8.17,380,0,220,7.1,0,0,0,125,48,1.2,22,4,1.1,33,,
#N/A,8095,Uttar Pradesh,Budaun,Asafpur,H P Block office.,28.394,78.9113,2021,7.79,653,0,244,50,40,26,0,230,36,34,56,4.8,0.76,31,,
#N/A,8096,Uttar Pradesh,Budaun,Bisouli,H P Block office.,28.3126,78.9297,2021,7.75,594,0,232,43,34,5.5,0,230,36,34,36,8.7,0.81,30,,
#N/A,8097,Uttar Pradesh,Budaun,Wajirganj,H P Block office.,28.2045,79.0581,2021,7.76,508,0,256,28,7.9,0,0,150,28,19,56,5.5,0.87,32,,
#N/A,8098,Uttar Pradesh,Budaun,Salarpur,H P Block office.,28.0706,79.133,2021,8.11,567,0,122,28,89,68,0,260,28,46,18,7.3,0.8,25,,
#N/A,8099,Uttar Pradesh,Bulandshahr,Danpur,Danpur Block Office,28.1923,78.206,2021,7.9,688,0,354,21,23,9.8,0,150,20,24,107,4.7,0.03,31,,
#N/A,8100,Uttar Pradesh,Bulandshahr,Debai,Debai Block Office,28.1995,78.2567,2021,8.27,618,0,293,14,43,0.63,0,120,12,22,103,4.7,0.58,25,,
#N/A,8101,Uttar Pradesh,Bulandshahr,Anupshahr,Anupshahr Block Office,28.3612,78.2523,2021,8.09,438,0,268,7.1,11,2,0,180,24,29,26,4.7,0.64,32,,
#N/A,8102,Uttar Pradesh,Bulandshahr,Jahangirabad,Jahangirabad Block Office,28.4139,78.0885,2021,8.22,779,0,366,28,24,30,0,150,16,26,134,6.8,0.14,30,,
#N/A,8103,Uttar Pradesh,Bulandshahr,Unchagaon,Unchagaon Block Office,28.4879,78.16,2021,8.12,422,0,134,14,37,52,0,190,24,31,7,4.7,0,20,,
#N/A,8104,Uttar Pradesh,Bulandshahr,Siyana,Siyana Block Office,28.6248,78.0541,2021,7.85,859,0,256,92,30,29,0,220,28,36,89,6.4,0,31,,
#N/A,8105,Uttar Pradesh,Bulandshahr,Bhagwan Bahadur Nagar,Bhawan Bahadur Nagar Block,28.6436,77.9515,2021,7.87,542,0,317,14,6.5,0.45,0,200,28,31,41,6.6,0.43,25,,
#N/A,8106,Uttar Pradesh,Bulandshahr,Agauta,Agauta Block Office,28.5233,77.8985,2021,8.12,335,0,183,21,18,0.19,0,130,20,19,28,4.2,0.83,20,,
#N/A,8107,Uttar Pradesh,Bulandshahr,Gulaothi,Gulaothi Block Office,28.5805,77.7906,2021,7.84,621,0,293,28,43,0.37,0,270,32,46,26,3.7,0.67,21,,
#N/A,8108,Uttar Pradesh,Bulandshahr,Sikandrabad,Sikandrabad Block Office,28.4549,77.6918,2021,8.68,1321,36,403,113,39,31,0,120,20,17,305,5.9,0.22,31,,
#N/A,8109,Uttar Pradesh,Bulandshahr,Khurja,Khurja Block Office,28.2358,77.8422,2021,8.27,777,0,329,35,53,9,0,150,12,29,108,5.7,0.39,27,,
#N/A,8110,Uttar Pradesh,Bulandshahr,Pahasu,Pahasu Block Office,28.1706,78.0617,2021,7.7,533,0,171,43,35,36,0,220,40,29,14,4.8,0.04,29,,
#N/A,8111,Uttar Pradesh,Bulandshahr,Shikarpur,Shikarpur Govt. Veterinary Clini,28.2791,78.0042,2021,7.84,1777,0,378,213,127,43,0,270,36,43,235,7.4,0.55,30,,
#N/A,8112,Uttar Pradesh,Bulandshahr,Lakhaoti,Lakhaoti Block Office,28.5264,77.9774,2021,8.34,560,12,232,21,49,13,0,170,8,36,59,6.3,0.75,23,,
#N/A,8113,Uttar Pradesh,Bulandshahr,Bulanshahr,Bulandshahr Block Office,28.3886,77.8354,2021,7.98,259,0,146,7.1,21,0.79,0,110,28,10,7,2,0.17,16,,
#N/A,8114,Uttar Pradesh,Bulandshahr,Arnia,Arnia Block Office,28.1288,77.9216,2021,8.35,513,12,220,21,26,13,0,110,8,22,79,4.8,0.04,25,,
#N/A,8115,Uttar Pradesh,Chandauli,Barahani,In primise of block office,25.2964,83.4103,2021,7.91,747,0,110,128,59,32,0,230,48,26,86,1.6,0.43,22,,
#N/A,8116,Uttar Pradesh,Chandauli,Chahania,In primise of block office,25.4178,83.2094,2021,7.72,843,0,293,99,39,27,0,340,16,72,77,3.4,0.43,25,,
#N/A,8117,Uttar Pradesh,Chandauli,Chakiya,In primise of block office,25.0469,83.2164,2021,8.09,458,0,207,35,10,19,0,200,16,38,48,1,0.7,22,,
#N/A,8118,Uttar Pradesh,Chandauli,Chandauli,In primise of block office,25.2594,83.2586,2021,8.14,337,0,183,21,10,7,0,140,12,26,34,1.4,0.65,28,,
#N/A,8119,Uttar Pradesh,Chandauli,Dhanapur,In primise of block office,25.4431,83.3444,2021,8.32,674,18,403,14,4.7,0.21,0,220,8,48,111,2.9,0.69,27,,
#N/A,8120,Uttar Pradesh,Chandauli,Naugarh,In primise of block office,24.8308,83.2522,2021,8.04,340,0,122,35,14,6.8,0,130,24,17,38,1.4,0.05,11,,
#N/A,8121,Uttar Pradesh,Chandauli,Niyamatabad,In primise of block office,25.2719,83.1444,2021,8.67,1133,48,488,64,67,0.96,0,370,8,84,215,7.7,0.72,21,,
#N/A,8122,Uttar Pradesh,Chandauli,Sakaldiha,In primise of block office,25.3553,83.2583,2021,8.12,426,0,171,35,27,7.8,0,180,20,31,33,3.3,0.62,28,,
#N/A,8123,Uttar Pradesh,Chandauli,Shahabganj,In primise of block office,25.0978,83.2597,2021,7.92,361,0,183,14,10,11,0,150,36,14,35,0.9,0.14,28,,
#N/A,8124,Uttar Pradesh,Chitrakoot,Karvi,Block office,25.2469,81.2361,2021,8.18,998,0,476,50,24,38,0,440,16,96,44,0,0.84,30,,
#N/A,8125,Uttar Pradesh,Chitrakoot,Manikpur,Dak Bangla,25.2469,81.2361,2021,7.93,706,0,159,85,56,26,0,180,40,19,63,20,0.37,19,,
#N/A,8126,Uttar Pradesh,Chitrakoot,Mau,Block office,25.2469,81.2361,2021,7.79,660,0,256,57,5,40,0,220,40,29,55,1.3,0.37,23,,
#N/A,8127,Uttar Pradesh,Chitrakoot,Pahari,Block office,25.2469,81.2361,2021,8.05,875,0,159,128,48,40,0,170,36,19,106,1.4,0.96,68,,
#N/A,8128,Uttar Pradesh,Chitrakoot,Ram Nagar,Block office,25.2469,81.2361,2021,8.25,817,0,305,78,15,31,0,180,12,36,103,4.9,0.6,23,,
#N/A,8129,Uttar Pradesh,Deoria,Baitalpur,Block Office,26.5558,83.7358,2021,7.56,520,0,207,57,41,0,0,210,52,19,36,5.3,0,32,,
#N/A,8130,Uttar Pradesh,Deoria,Bankara,Block Office,26.2669,84.1136,2021,7.62,880,0,281,21,230,0,0,340,80,34,78,3.4,0,27,,
#N/A,8131,Uttar Pradesh,Deoria,Barhaj,Block Office,26.2678,83.7261,2021,7.67,620,0,293,28,65,0,0,290,68,29,30,3.5,0.3,30,,
#N/A,8132,Uttar Pradesh,Deoria,Bhagalpur,Block Office,26.1681,83.8697,2021,8.11,380,0,195,14,35,0,0,180,36,22,17,3.2,0,25,,
#N/A,8133,Uttar Pradesh,Deoria,Bhaluwani,Block Office,26.3711,83.7608,2021,8.06,520,0,232,50,38,0,0,240,24,44,26,6.4,0,26,,
#N/A,8134,Uttar Pradesh,Deoria,Bhatani,Block Office,26.3514,83.4512,2021,8.15,430,0,268,14,0,0,0,160,28,22,38,3,0.39,35,,
#N/A,8135,Uttar Pradesh,Deoria,Bhatparani,Block Office,26.3139,84.0281,2021,7.76,480,0,293,21,0,0,0,250,52,29,13,3.1,0.14,36,,
#N/A,8136,Uttar Pradesh,Deoria,Deoria Sadar,Block Office,26.4961,83.7783,2021,7.92,440,0,122,71,23,0,0,180,60,7.3,17,3.4,0,36,,
#N/A,8137,Uttar Pradesh,Deoria,Desahi Deoria,Block Office,26.6683,83.8197,2021,8.16,480,0,232,21,35,12,0,230,28,39,18,3.2,0.17,38,,
#N/A,8138,Uttar Pradesh,Deoria,Gauri Bazar,Block Office,26.5831,83.6714,2021,8.15,380,0,183,21,25,0,0,190,44,19,8.2,2.3,0,33,,
#N/A,8139,Uttar Pradesh,Deoria,Lar,Block Office,26.2174,83.9639,2021,8.12,385,0,220,14,15,0,0,200,60,12,8.6,2.2,0,34,,
#N/A,8140,Uttar Pradesh,Deoria,Pather Dewa,Block Office,26.5822,83.5769,2021,8.09,340,0,171,21,21,0,0,170,36,19,8.4,1.6,0,32,,
#N/A,8141,Uttar Pradesh,Deoria,Rampur Karkhana,Block Office,26.5628,83.815,2021,7.94,350,0,183,14,20,0,0,170,40,17,6,3.1,0.12,34,,
#N/A,8142,Uttar Pradesh,Deoria,Rudrapur,Block Office,26.4564,83.6136,2021,7.72,485,0,244,43,17,0,0,130,40,7.3,64,2.6,0.69,34,,
#N/A,8143,Uttar Pradesh,Deoria,Salempur,Block Office,26.2994,83.9222,2021,7.95,360,0,195,21,0,0,0,160,32,19,14,2,0.56,36,,
#N/A,8144,Uttar Pradesh,Deoria,Tarkulwa,Block Office,26.6278,83.8908,2021,7.99,380,0,195,28,12,0,0,170,32,22,15,3.6,0.11,30,,
#N/A,8145,Uttar Pradesh,Etah,Aliganj,Block Office,27.5,79.1786,2021,7.89,570,0,305,21,6.4,7.6,0,185,36,23,56,4.7,0.94,25,,
#N/A,8146,Uttar Pradesh,Etah,Awagarh,Block Office,27.4434,78.4887,2021,8.35,630,36,299,14,7.5,5.9,0,170,36,19,79,3,1.2,24,,
#N/A,8147,Uttar Pradesh,Etah,Jaithara,Block Office,27.3889,79.0153,2021,8.03,480,0,232,21,0,5.7,0,215,44,25,15,2.8,0.59,31,,
#N/A,8148,Uttar Pradesh,Etah,Jalesar,Block Office,27.4798,78.3063,2021,8.4,1801,48,226,412,29,0,0,270,12,58,318,4.5,0.61,5,,
#N/A,8149,Uttar Pradesh,Etah,Marhara,Block Office,27.7288,78.6251,2021,8.06,537,0,293,21,0,0,0,195,24,32,44,5.7,0.77,28,,
#N/A,8150,Uttar Pradesh,Etah,Nidholi Kalan,Block Office,27.5805,78.5003,2021,8.21,768,0,403,28,21,0,0,200,32,29,99,5.5,0.94,21,,
#N/A,8151,Uttar Pradesh,Etah,Sakeet,Block Office,27.4481,78.7806,2021,7.82,680,0,378,28,10,0,0,180,32,24,88,4.4,0.42,24,,
#N/A,8152,Uttar Pradesh,Etah,Sheetalpur,Block Office,27.5559,78.6548,2021,7.68,2621,0,512,337,482,68,0,410,56,65,453,7.2,0.56,34,,
#N/A,8153,Uttar Pradesh,Etawah,Barhpura,Block office,26.7191,78.9572,2021,8.11,757,0,207,106,42,16,0,280,32,48,47,3.7,0,24,,
#N/A,8154,Uttar Pradesh,Etawah,Basrehar,Block office,26.8419,79.0859,2021,7.44,721,0,329,35,44,22,0,250,52,29,60,5.1,0.35,34,,
#N/A,8155,Uttar Pradesh,Etawah,Bharthana,Block office,26.7362,793.2133,2021,8.12,915,0,549,21,11,0,0,230,36,34,111,4,0.62,30,,
#N/A,8156,Uttar Pradesh,Etawah,Chakkar Nagar,Block office,26.5619,79.1404,2021,8.51,740,60,281,28,15,18,0,150,16,26,111,2.9,0.26,33,,
#N/A,8157,Uttar Pradesh,Etawah,Jaswant Nagar,Block office,26.8762,78.9121,2021,7.91,878,0,317,121,36,19,0,300,56,38,79,3.3,0,33,,
#N/A,8158,Uttar Pradesh,Etawah,Mahewa,Block office,26.6205,79.2339,2021,8.26,520,48,146,21,29,11,0,200,40,24,28,3.1,0,31,,
#N/A,8159,Uttar Pradesh,Etawah,Saifai,Block office,26.9565,78.9604,2021,8.14,714,0,378,7.1,32,0,0,230,44,29,57,5.4,0.9,33,,
#N/A,8160,Uttar Pradesh,Etawah,Takha,Block office,26.9114,79.2963,2021,8.16,898,0,525,21,30,5.1,0,350,48,55,58,6,0.77,33,,
#N/A,8161,Uttar Pradesh,Faizabad,Amaniganj,H/P located on singh gas agen,26.5898,81.7692,2021,8.07,454,0,268,21,5,4.4,0,200,25,34,26,4.1,0.52,31,,
#N/A,8162,Uttar Pradesh,Faizabad,Bikapur,H/p located close to the gate of,26.5949,82.1388,2021,8.16,634,0,244,50,43,19,0,210,21,38,53,6.8,0.32,27,,
#N/A,8163,Uttar Pradesh,Faizabad,Haringtonganj,H/P located on the main chaura,26.5545,82.0204,2021,7.88,356,0,183,14,13,0,0,150,34,17,13,2.2,0.11,29,,
#N/A,8164,Uttar Pradesh,Faizabad,Masodha,"H/P located near tri.junction ,ne",26.7337,82.1403,2021,7.91,337,0,183,7.1,21,0,0,160,42,14,8.2,2,0.3,24,,
#N/A,8165,Uttar Pradesh,Faizabad,Maya Bazar,H/p located hust outside Thana,26.6451,82.3326,2021,8.05,298,0,171,21,18,0,0,160,21,26,10,3.3,0.11,24,,
#N/A,8166,Uttar Pradesh,Faizabad,Milkipur,H/P located in the compound o,26.6278,81.9429,2021,8.09,650,0,305,43,21,28,0,270,17,55,36,4.4,0.36,29,,
#N/A,8167,Uttar Pradesh,Faizabad,Pura  Bazar,H/p located near Rajkiya Ayurv,26.7023,82.2665,2021,8.09,410,0,244,14,10,0,0,190,17,36,17,3.4,0.05,28,,
#N/A,8168,Uttar Pradesh,Faizabad,Sohawal,H/p located just below the Soh,26.7358,81.9908,2021,7.88,480,0,268,21,10,3,0,220,29,36,16,4.1,0.2,27,,
#N/A,8169,Uttar Pradesh,Faizabad,Tarun,H/p located in front of Rajpoot,26.55,82.2424,2021,8.05,565,0,171,21,103,19,0,210,25,36,37,3.4,0,29,,
#N/A,8170,Uttar Pradesh,Faizabad,Mawai,Block Office,26.7443,81.5857,2021,8.14,433,0,329,14,2.1,0,0,260,17,53,14,2.8,0.54,26,,
#N/A,8171,Uttar Pradesh,Faizabad,Rudauli,Block Office,26.7805,81.755,2021,8.01,361,0,171,14,12,0,0,150,25,22,10,3.6,0.12,30,,
#N/A,8172,Uttar Pradesh,Fatehpur,Airayan,Block office,25.7698,81.1028,2021,7.72,1350,0,342,184,58,36,0,400,44,70,105,9.2,0.43,28,,
#N/A,8173,Uttar Pradesh,Fatehpur,Amauli,Block office,26.0141,80.3112,2021,7.91,600,0,281,35,9,15,0,220,24,38,38,3.4,0.16,31,,
#N/A,8174,Uttar Pradesh,Fatehpur,Asother,Block office,25.7591,80.8855,2021,7.98,673,0,378,35,15,0,0,300,20,60,37,4,0.86,31,,
#N/A,8175,Uttar Pradesh,Fatehpur,Bahua,Block office,25.8428,80.6292,2021,7.8,645,0,220,64,25,24,0,240,40,34,35,5.6,0.26,32,,
#N/A,8176,Uttar Pradesh,Fatehpur,Bhitaura,Block office,26.0309,80.8557,2021,7.95,585,0,329,28,0,0,0,230,24,41,37,7.2,0.79,29,,
#N/A,8177,Uttar Pradesh,Fatehpur,Dhata,Block office,25.5393,81.2289,2021,7.76,1469,0,329,184,130,65,0,470,40,89,1108,3.6,0.32,32,,
#N/A,8178,Uttar Pradesh,Fatehpur,Haswa,Block office,25.87,80.9096,2021,7.98,498,0,281,14,0,20,0,190,48,17,36,6.2,0.78,28,,
#N/A,8179,Uttar Pradesh,Fatehpur,Hathgaon,Block office,25.8653,81.1276,2021,7.64,581,0,305,21,15,0,0,240,36,36,15,25,2,29,,
#N/A,8180,Uttar Pradesh,Fatehpur,Khuajuha,Block office,26.0562,80.5166,2021,8.17,696,0,390,28,10,8.2,0,250,8,55,60,3.6,1.5,33,,
#N/A,8181,Uttar Pradesh,Fatehpur,Malwan,Block office,26.0358,80.7058,2021,8.09,1250,0,683,43,13,5,0,100,20,12,250,4.8,3.2,23,,
#N/A,8182,Uttar Pradesh,Fatehpur,Teliyani,Block office,25.9522,80.796,2021,8.01,976,0,561,7,47,0,0,140,12,26,178,6.3,2.2,28,,
#N/A,8183,Uttar Pradesh,Fatehpur,Vijayeepur,Block office,25.6917,81.0586,2021,7.7,526,0,256,28,29,10,0,250,32,41,22,2.7,2,33,,
#N/A,8184,Uttar Pradesh,Ferrukabad,Barhpur,Block office,27.3796,79.6008,2021,7.56,676,0,342,36,13,18,0,275,40,42,44,3.4,0.61,29,,
#N/A,8185,Uttar Pradesh,Ferrukabad,Kamalganj,Block office,27.2605,79.6322,2021,8.04,1450,0,232,192,117,108,0,210,20,38,232,6,0.2,31,,
#N/A,8186,Uttar Pradesh,Ferrukabad,Kayamganj,Block office,27.4322,79.4152,2021,7.73,591,0,305,21,8.5,14,0,215,40,28,25,4.1,0.86,30,,
#N/A,8187,Uttar Pradesh,Ferrukabad,Mohammadabad,Block office,27.308,79.4368,2021,7.42,2091,0,366,376,161,55,0,720,44,146,114,3.7,0.41,34,,
#N/A,8188,Uttar Pradesh,Ferrukabad,Nawabganj,Block office,27.4322,79.4152,2021,7.6,780,0,427,21,9.4,7.6,0,250,36,38,47,5.7,0.69,30,,
#N/A,8189,Uttar Pradesh,Ferrukabad,Rajepur,Block office,27.4804,79.662,2021,8.21,1397,0,622,43,146,0,0,60,12,7.2,328,1.4,3,23,,
#N/A,8190,Uttar Pradesh,Ferrukabad,Shamsabad,Block office,27.3396,79.6008,2021,7.38,2007,0,220,241,247,201,0,630,68,110,154,6.6,0.36,32,,
#N/A,8191,Uttar Pradesh,Ferrukabad,Rajepur,Block office,27.4805,79.6621,2021,7.6,1348,0,427,99,168,6.1,0,360,28,70,107,22,0.38,23,,
#N/A,8192,Uttar Pradesh,Ferrukabad,Rajepur,Block office,27.4808,79.6632,2021,8.19,1434,0,586,50,189,0,0,200,72,4.8,271,1.5,2.6,23,,
#N/A,8193,Uttar Pradesh,Ferrukabad,Rajepur,Block office,27.4773,79.6617,2021,8.17,1280,0,537,36,137,0,0,85,24,6,280,1.9,2.1,23,,
#N/A,8194,Uttar Pradesh,Firozabad,Aron,Block office,27.1502,78.7048,2021,8.01,1026,0,439,50,30,10,0,190,36,24,91,94,0.85,24,,
#N/A,8195,Uttar Pradesh,Firozabad,Eka,Block office,27.3791,78.6074,2021,8.2,897,0,427,43,26,36,0,250,40,36,111,5.1,1.5,23,,
#N/A,8196,Uttar Pradesh,Firozabad,Firozabad,Block office,27.1261,78.4552,2021,8.03,707,0,390,21,0,12,0,210,36,29,69,21,0.67,9.4,,
#N/A,8197,Uttar Pradesh,Firozabad,Jasrana,Block office,27.234,78.6497,2021,8.17,873,0,439,43,14,5.9,0,305,44,47,78,4.9,0.98,26,,
#N/A,8198,Uttar Pradesh,Firozabad,Khairagarh/ Hathwant,Block office,27.2287,78.5041,2021,7.6,2103,0,342,398,68,112,0,910,144,132,58,7.7,0.29,30,,
#N/A,8199,Uttar Pradesh,Firozabad,Madanpur,Block office,27.0271,78.6442,2021,7.99,895,0,421,43,14,13,0,365,40,64,47,4.9,0.84,28,,
#N/A,8200,Uttar Pradesh,Firozabad,Narkhi,Block office,27.2904,78.407,2021,8.04,3321,0,915,369,404,73,0,420,24,86,544,4.3,1.2,26,,
